label,auroc,auprc,brier,brier_skill_pct,ece_10bin,cal_slope,cal_intercept,sensitivity,specificity,f1,fitness,threshold,seed,complexity,train_loss,equation,is_selected
GP_c15,0.7299,0.378,0.1262,10.2,0.0238,0.8888,-0.1763,0.6032,0.736,0.4161,0.718,0.1811,11,15,0.403843,log(bun + age_numeric) + (log((bilirubin + lactate_max) / (map_mean * 12.494755)) - pf_ratio_miss),False
GP_c16,0.7345,0.3842,0.1243,11.6,0.0144,0.9008,-0.0815,0.5026,0.8524,0.4513,0.7273,0.2249,11,16,0.401953,log((lactate_max + bilirubin) / (sqrt(pf_ratio) * map_mean)) + (log(age_numeric + bun) - pf_ratio_miss),False
GP_c17,0.7318,0.3945,0.1241,11.7,0.011,0.9749,0.0468,0.5344,0.8039,0.428,0.7263,0.1963,11,17,0.401804,log(bun + age_numeric) + (log((sqrt(bilirubin) + lactate_max) / (sqrt(pf_ratio) * map_mean)) - pf_ratio_miss),False
GP_c18,0.7385,0.388,0.1237,12.0,0.0189,1.0341,-0.0381,0.5926,0.7694,0.435,0.729,0.1948,11,18,0.39996,log(age_numeric + bun) + (log((bilirubin + (lactate_max + pf_ratio_miss)) / (map_mean * sqrt(pf_ratio))) - pf_ratio_miss),False
GP_c19,0.7372,0.4069,0.1228,12.7,0.0141,1.1015,0.0851,0.5873,0.7651,0.4286,0.7301,0.1953,11,19,0.399466,"(log(bun + age_numeric) + log((lactate_max + sqrt(bilirubin)) / (sqrt(pf_ratio) * map_mean))) - min(0.7391305, pf_ratio_miss)",False
GP_c20,0.7464,0.399,0.1224,12.9,0.0161,0.9692,-0.0649,0.6402,0.7522,0.4481,0.7384,0.1845,11,20,0.397175,"(log((lactate_max + bilirubin) / (sqrt(pf_ratio) * map_mean)) + log(bun + age_numeric)) - min(pf_ratio_miss, 1.1911215 - vent)",False
GP_c21,0.7435,0.4123,0.1223,13.0,0.0111,1.0496,0.0661,0.6296,0.7565,0.4457,0.738,0.1899,11,21,0.397001,"(log((lactate_max + sqrt(bilirubin)) / (sqrt(pf_ratio) * map_mean)) - min(pf_ratio_miss, 1.195479 - vent)) + log(bun + age_numeric)",False
GP_c22,0.7532,0.4042,0.1215,13.5,0.0148,0.9895,-0.0369,0.6085,0.7856,0.4573,0.7458,0.1974,11,22,0.396052,"log((lactate_max + bilirubin) / (sqrt(pf_ratio) * map_mean)) + (log(bun + age_numeric) - min(pf_ratio_miss, (sodium / heartrate) - vent))",False
GP_c23,0.7557,0.4195,0.1209,14.0,0.0255,1.0198,-0.0183,0.6138,0.7726,0.4496,0.7429,0.1963,11,23,0.395029,"log((lactate_max + sqrt(bilirubin)) / (sqrt(pf_ratio) * map_mean)) + (log(age_numeric + bun) - min(pf_ratio_miss, (platelets_min / heartrate) - vent))",False
GP_c24,0.7563,0.4105,0.121,13.9,0.0193,0.9135,-0.1437,0.6085,0.8136,0.4822,0.7467,0.2242,11,24,0.394315,"(log((bilirubin + lactate_max) / (map_mean * sqrt(pf_ratio))) + log(bun + age_numeric)) - (pf_ratio_miss * ((min(platelets_min, map_mean) / age_numeric) - vent))",True
